name,link,country,fact_reporting,media_type,traffic,press_freedom,cred_rank,bias
Daily Torch,http://dailytorch.com/,USA,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,right
De Telegraaf,https://www.telegraaf.nl/,N/A,N/A,N/A,N/A,N/A,N/A,right
Disrn,https://disrn.com/,USA (45/180 Press Freedom),MIXED,Website,Medium Traffic,N/A,N/A,right
DML News,https://dmlnews.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
From the Desk of Donald J. Trump,https://www.donaldjtrump.com/,N/A,N/A,N/A,N/A,N/A,N/A,right
Eagle PAC,http://eagleactionreport.com,USA,MIXED,N/A,N/A,N/A,N/A,right
Eagle Pass News Leader,https://www.epnewsleader.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,right
EconomicPolicyJournal.com,http://www.economicpolicyjournal.com,USA,HIGH,N/A,N/A,N/A,N/A,right
Egypt Today,https://www.egypttoday.com,N/A,N/A,N/A,N/A,N/A,N/A,right
Energy Citizens,https://energycitizens.org/,USA (44/180 Press Freedom),MIXED,Organization/Foundation,Minimal Traffic,N/A,N/A,right
Ethics & Religious Liberty Commission (ERLC),https://erlc.com/,USA (44/180 Press Freedom),MIXED,Organization/Foundation,Minimal Traffic,N/A,N/A,right
Facts and Logic About the Middle East (FLAME),http://factsandlogic.org/,USA,MIXED,N/A,N/A,N/A,N/A,right
FaithWire,http://www.faithwire.com,USA,MIXED,N/A,N/A,N/A,N/A,right
Fake Hate Crimes,http://fakehatecrimes.org,USA,MIXED,N/A,N/A,N/A,N/A,right
Far Left Watch,https://farleftwatch.com,USA,MIXED,N/A,N/A,N/A,N/A,right
Federalist Society,https://fedsoc.org/,USA,MIXED,N/A,N/A,N/A,N/A,right
First Things Magazine,https://www.firstthings.com,USA,MIXED,Magazine,Medium Traffic,MOSTLY FREE,N/A,right
Foundation for Defense of Democracies,http://www.defenddemocracy.org,USA,HIGH,N/A,N/A,N/A,N/A,right
Fox News (foxnews.com),http://www.defenddemocracy.org,USA,MIXED,TV Station,High Traffic,N/A,N/A,right
Free Republic,http://www.freerepublic.com,USA,MIXED,N/A,N/A,N/A,N/A,right
Freedom Works,http://www.freedomworks.org/,USA (44/180 Press Freedom),MIXED,Organization/Foundation,Minimal Traffic,N/A,N/A,right
Frontiers of Freedom,https://www.ff.org,USA (44/180 Press Freedom),MIXED,Organization/Foundation,Minimal Traffic,N/A,N/A,right
Future in America,https://ourfutureinamerica.org/,USA,MIXED,N/A,N/A,N/A,N/A,right
Future of Freedom Foundation (FFF),https://www.fff.org/,USA,MIXED,Organization/Foundation,Medium Traffic,MOSTLY FREE,N/A,right
GB News UK,https://www.gbnews.uk/,United Kingdom,MIXED,TV Station,Medium Traffic,MOSTLY FREE,N/A,right
Get Religion,https://www.getreligion.org/,USA (44/180 Press Freedom),MOSTLY FACTUAL,Website,Minimal Traffic,N/A,N/A,right
GOPUSA,https://www.gopusa.com/,USA (44/180 Press Freedom),MOSTLY FACTUAL,Website,Medium Traffic,N/A,N/A,right
Government Accountability Institute,http://www.g-a-i.org/,USA,MIXED,N/A,N/A,N/A,N/A,right
Grabien News,https://news.grabien.com/index.php,USA,MIXED,N/A,N/A,N/A,N/A,right
Great American Politics,https://greatamericanpolitics.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
Guido Fawkes,https://order-order.com,United Kingdom,MIXED,N/A,N/A,N/A,N/A,right
Heritage Foundation,https://www.heritage.org,USA (45/180 Press Freedom),MIXED,Organization/Foundation,Medium Traffic,N/A,N/A,right
HermanCain.com,https://www.hermancain.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
Hot Air,https://hotair.com,USA,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,right
Hudson Institute,https://www.hudson.org/,USA,HIGH,N/A,N/A,N/A,N/A,right
Human Events,https://humanevents.com/,USA (45/180 Press Freedom),MIXED,Website,Medium Traffic,N/A,N/A,right
Hurriyet,https://www.hurriyet.com.tr/,N/A,N/A,N/A,N/A,N/A,N/A,right
Hurriyet Daily News,http://www.hurriyetdailynews.com/,Turkey,MIXED,N/A,N/A,N/A,N/A,right
I Bleed Red White and Blue,http://ibleedredwhiteblue.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
Illinois Policy Institute,https://www.illinoispolicy.org/,USA (44/180 Press Freedom),MOSTLY FACTUAL,Organization/Foundation,Medium Traffic,N/A,N/A,right
Imprimis (Hillsdale College),https://imprimis.hillsdale.edu,USA,MIXED,N/A,N/A,N/A,N/A,right
Independent Journal Review,https://ijr.com/,USA (44/180 Press Freedom),MOSTLY FACTUAL,Website,Medium Traffic,N/A,N/A,right
Independent Women’s Forum (IWF),http://iwf.org/,USA,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,right
Influence Watch,https://www.influencewatch.org,USA (44/180 Press Freedom),HIGH,Organization/Foundation,Medium Traffic,N/A,N/A,right
Institute for Family Studies,https://ifstudies.org,USA,MIXED,N/A,N/A,N/A,N/A,right
Intellectual Takeout,https://www.intellectualtakeout.org/,USA (44/180 Press Freedom),MOSTLY FACTUAL,Organization/Foundation,Medium Traffic,N/A,N/A,right
Investors Business Daily,https://www.investors.com/,USA (45/180 Press Freedom),MIXED,Newspaper,High Traffic,N/A,N/A,right
Israel Hayom,https://www.israelhayom.com/,N/A,N/A,N/A,N/A,N/A,N/A,right
Issues & Insights,https://issuesinsights.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
Jewish Policy Center,https://www.jewishpolicycenter.org/,USA,HIGH,Organization/Foundation,Minimal Traffic,MOSTLY FREE,N/A,right
Jewish World Review,http://www.jewishworldreview.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
Judicial Crisis Network,https://judicialnetwork.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
Kansas Policy Institute (KPI),https://kansaspolicy.org,USA,MIXED,N/A,N/A,N/A,N/A,right
Law & Liberty,https://lawliberty.org/,USA,HIGH,Organization/Foundation,Medium Traffic,MOSTLY FREE,N/A,right
Law Enforcement Today,https://www.lawenforcementtoday.com/,USA (45/180 Press Freedom),MIXED,Website,Medium Traffic,N/A,N/A,right
Legal Insurrection,https://legalinsurrection.com,USA (44/180 Press Freedom),MOSTLY FACTUAL,Website,Medium Traffic,N/A,N/A,right
Le Journal de Montreal,https://www.journaldemontreal.com/,Canada,MOSTLY FACTUAL,Newspaper,High Traffic,MOSTLY FREE,N/A,right
Liberty Headlines,https://www.libertyheadlines.com/,N/A,N/A,N/A,N/A,N/A,N/A,right
Liberty Nation,https://www.libertynation.com,USA,MIXED,N/A,N/A,N/A,N/A,right
LifeZette,https://www.lifezette.com,USA,MIXED,N/A,N/A,N/A,N/A,right
Lone Conservative,https://loneconservative.com,USA,MIXED,N/A,N/A,N/A,N/A,right
Lozier Institute,https://lozierinstitute.org/,USA,MIXED,N/A,N/A,N/A,N/A,right
Manhattan Institute for Policy Research,https://www.manhattan-institute.org/,USA (44/180 Press Freedom),MIXED,Organization/Foundation,Medium Traffic,N/A,N/A,right
Media Circus,https://www.mediacircus.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,right
Media Equalizer,https://mediaequalizer.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
Media Research Center (MRC),https://www.mrc.org/,USA (44/180 Press Freedom),MIXED,Organization/Foundation,Minimal Traffic,N/A,N/A,right
Mercatornet,https://www.mercatornet.com,Australia (25/180 Press Freedom),MIXED,Website,Medium Traffic,N/A,N/A,right
Milliyet,https://www.milliyet.com.tr/,N/A,N/A,N/A,N/A,N/A,N/A,right
Minnesota Sun,https://theminnesotasun.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
Mises Institute,https://mises.org/,USA (44/180 Press Freedom),MIXED,Organization/Foundation,Medium Traffic,N/A,N/A,right
National Catholic Register,https://www.ncregister.com/,USA,MIXED,Newspaper,High Traffic,MOSTLY FREE,N/A,right
National Center for Public Policy Research (NCPPR),https://nationalcenter.org/,USA (44/180 Press Freedom),MIXED,Organization/Foundation,Minimal Traffic,N/A,N/A,right
National Federation of Republican Women,https://www.nfrw.org/,USA (44/180 Press Freedom),MIXED,Organization/Foundation,Medium Traffic,N/A,N/A,right
National Review,https://www.nationalreview.com,USA (44/180 Press Freedom),MOSTLY FACTUAL,Magazine,High Traffic,N/A,N/A,right
New Boston Post,https://newbostonpost.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,right
Newsbusters,https://www.newsbusters.org/,USA (45/180 Press Freedom),MIXED,Organization/Foundation,Medium Traffic,N/A,N/A,right
NGO Monitor,https://www.ngo-monitor.org/,Israel,MIXED,Organization/Foundation,Minimal Traffic,MODERATE FREEDOM,N/A,right
Not The Bee,https://notthebee.com/,USA (44/180 Press Freedom),HIGH,Website,High Traffic,N/A,N/A,right
NRA – Institute for Legislative Action,https://www.nraila.org,USA,MIXED,N/A,N/A,N/A,N/A,right
NTK Network,https://ntknetwork.com,USA,MIXED,N/A,N/A,N/A,N/A,right
Numbers USA,https://ntknetwork.com,N/A,N/A,N/A,N/A,N/A,N/A,right
Offgrid Survival,https://offgridsurvival.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,right
One Angry Gamer,https://www.oneangrygamer.net/,USA,MIXED,N/A,N/A,N/A,N/A,right
Ontario Proud,https://www.ontarioproud.ca,Canada,HIGH,N/A,N/A,N/A,N/A,right
OpenVaers,https://openvaers.com/,Unknown,MIXED,Website,Medium Traffic,N/A,N/A,right
OpsLens,http://www.opslens.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,right
OutKick Bias Rating,https://www.outkick.com/,USA (44/180 Press Freedom),MIXED,Website,High Traffic,N/A,N/A,right
PanAm Post,https://panampost.com/,USA,HIGH,N/A,N/A,N/A,N/A,right
Pants on Fire News,https://pantsonfirenews.com/,N/A,N/A,N/A,N/A,N/A,N/A,right
Patriot News Alerts,https://www.patriotnewsalerts.com,USA,MIXED,N/A,N/A,N/A,N/A,right
Patriot News Daily,http://patriotnewsdaily.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
PatriotRetort.com,http://patriotretort.com,USA,MIXED,N/A,N/A,N/A,N/A,right
Pluralist,https://www.pluralist.com,USA,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,right
Politcalite UK,https://www.politicalite.com,United Kingdom,MIXED,N/A,N/A,N/A,N/A,right
Politichicks,https://politichicks.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
Populist Wire,https://www.populistwire.com,USA,MIXED,N/A,N/A,N/A,N/A,right
Power Line,https://www.powerlineblog.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
Proud Conservatives,http://conservativesus.party,N/A,MIXED,N/A,N/A,N/A,N/A,right
Public Interest Legal Foundation,https://publicinterestlegal.org/,USA,MIXED,N/A,N/A,N/A,N/A,right
Quadrant Magazine,https://quadrant.org.au,Australia,MIXED,Magazine,Minimal Traffic,MOSTLY FREE,N/A,right
Reader’s Digest,https://www.rd.com,USA,MIXED,N/A,N/A,N/A,N/A,right
Real America’s Voice,https://www.rd.com,USA,MIXED,TV Station/Website,High Traffic,MOSTLY FREE,N/A,right
Red Alert Politics,http://redalertpolitics.com/,N/A,N/A,N/A,N/A,N/A,N/A,right
Regated,https://regated.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
Ricochet,https://ricochet.com,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,right
Right & Free,https://rightandfree.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
Ron Paul Liberty Report,http://www.ronpaullibertyreport.com/,USA (44/180 Press Freedom),MIXED,Website,Minimal Traffic,N/A,N/A,right
Sabah,https://www.sabah.com.tr/,N/A,N/A,N/A,N/A,N/A,N/A,right
Save Jersey,https://savejersey.com,USA,HIGH,N/A,N/A,N/A,N/A,right
Sentinel KSMO,https://sentinelksmo.org,USA (44/180 Press Freedom),MOSTLY FACTUAL,Organization/Foundation,Minimal Traffic,N/A,N/A,right
Shore News Network,https://www.shorenewsnetwork.com/,USA,MOSTLY FACTUAL,Website,Minimal Traffic,MOSTLY FREE,N/A,right
Sinclair Broadcast Group,http://sbgi.net/,USA (44/180 Press Freedom),MIXED,TV Stations,High Traffic,N/A,N/A,right
Sky News Australia,https://www.skynews.com.au/,Australia (25/180 Press Freedom),MIXED,TV Station,High Traffic,N/A,N/A,right
Sonoran News,http://sonorannews.com,USA (44/180 Press Freedom),MOSTLY FACTUAL,Newspaper,Minimal Traffic,N/A,N/A,right
Southern Patriot News,https://www.southernpatriotnews.com,USA,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,right
Spiked Magazine,https://www.southernpatriotnews.com,United Kingdom (33/180 Press Freedom),MIXED,Magazine,Medium Traffic,N/A,N/A,right
Standpoint Magazine,http://www.standpointmag.co.uk,United Kingdom,MIXED,N/A,N/A,N/A,N/A,right
Star Political,http://www.standpointmag.co.uk,USA,MIXED,N/A,N/A,N/A,N/A,right
Steadfast Daily,https://steadfastdaily.com/,Unknown,MIXED,Website,Minimal Traffic,N/A,N/A,right
Tatum Report,https://tatumreport.com/,USA,MIXED,Website,Medium Traffic,MOSTLY FREE,N/A,right
Tenth Amendment Center,https://tenthamendmentcenter.com,USA,MIXED,N/A,N/A,N/A,N/A,right
The Advertiser,http://www.adelaidenow.com.au/,Australia (25/180 Press Freedom),MIXED,Newspaper,High Traffic,N/A,N/A,right
The America First Policy Institute (AFPI),http://www.adelaidenow.com.au/,USA,MIXED,Organization/Foundation,Minimal Traffic,MOSTLY FREE,N/A,right
The American Mind,https://americanmind.org,USA (44/180 Press Freedom),MIXED,Website,Medium Traffic,N/A,N/A,right
The College Fix,https://www.thecollegefix.com/,USA (45/180 Press Freedom),MIXED,Organization/Foundation,Medium Traffic,N/A,N/A,right
The Conservative Nut,https://www.theconservativenut.gop,USA,MIXED,N/A,N/A,N/A,N/A,right
Page not found (404),https://www.theconservativenut.gop,N/A,N/A,N/A,N/A,N/A,N/A,right
The Conservative Woman,https://www.conservativewoman.co.uk,United Kingdom (33/180 Press Freedom),MIXED,Website,Medium Traffic,N/A,N/A,right
The Daily Telegraph (Australia),https://www.dailytelegraph.com.au/,Australia (26/180 Press Freedom),MIXED,Newspaper,High Traffic,N/A,N/A,right
The DC Chronicle,https://dc-chronicle.com,USA,MIXED,N/A,N/A,N/A,N/A,right
The First TV,https://www.thefirsttv.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
TheGreggJarrett.com,https://thegreggjarrett.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
The Hayride,https://thehayride.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
The Honest Patriot,https://thehonestpatriot.net/,USA,MIXED,Website,Minimal Traffic,N/A,N/A,right
Thejeffreylord.com,https://thejeffreylord.com/,USA,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,right
TheLeoTerrell.com,https://thejeffreylord.com/,N/A,N/A,N/A,N/A,N/A,N/A,right
The National Herald (TNH),https://thejeffreylord.com/,N/A,N/A,N/A,N/A,N/A,N/A,right
The New American,https://www.thenewamerican.com/,USA (44/180 Press Freedom),MIXED,Magazine,Medium Traffic,N/A,N/A,right
The New Revere,https://thenewrevere.com,USA,MIXED,N/A,N/A,N/A,N/A,right
The Ohio Star,http://theohiostar.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
The Patriot Post,https://patriotpost.us/,USA (44/180 Press Freedom),MIXED,Website,Medium Traffic,N/A,N/A,right
The Post Millennial,https://www.thepostmillennial.com,Canada (16/180 Press Freedom),MIXED,Website,Medium Traffic,N/A,N/A,right
Punching Bag Post,https://punchingbagpost.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
Rebel News,https://www.rebelnews.com/,Canada (16/180 Press Freedom),MIXED,Website,Medium Traffic,N/A,N/A,right
The Ron Paul Institute,http://www.ronpaulinstitute.org/,USA,MIXED,N/A,N/A,N/A,N/A,right
The Star (Malaysia),http://www.ronpaulinstitute.org/,N/A,N/A,N/A,N/A,N/A,N/A,right
The Sun,https://www.thesun.co.uk/,United Kingdom (35/180 Press Freedom),MIXED,Newspaper,High Traffic,N/A,N/A,right
The Tennessee Star,http://tennesseestar.com/,USA (44/180 Press Freedom),MIXED,Website,Medium Traffic,N/A,N/A,right
The Texan,https://thetexan.news/,USA,MOSTLY FACTUAL,Website,Medium Traffic,MOSTLY FREE,N/A,right
The Truth About Guns,http://www.thetruthaboutguns.com/,USA (44/180 Press Freedom),MOSTLY FACTUAL,Website,Medium Traffic,N/A,N/A,right
The US Sun,https://www.the-sun.com/,USA,MIXED,Website,High Traffic,MOSTLY FREE,N/A,right
Toronto Sun,https://torontosun.com,Canada (14/180 Press Freedom),MOSTLY FACTUAL,Newspaper,High Traffic,N/A,N/A,right
Trending Views,https://trendingviews.co/,USA,MIXED,N/A,N/A,N/A,N/A,right
Tribunist,https://tribunist.com,USA,MOSTLY FACTUAL,N/A,N/A,N/A,N/A,right
TRT World,https://www.trtworld.com,Turkey (153/180 Press Freedom),MIXED,TV Station,Medium Traffic,N/A,N/A,right
Twitchy,https://twitchy.com,USA,MIXED,N/A,N/A,N/A,N/A,right
UN Watch,https://www.unwatch.org,Switzerland (10/180 Press Freedom),MOSTLY FACTUAL,Organization/Foundation,Medium Traffic,N/A,N/A,right
Unity News Network,https://unitynewsnetwork.co.uk,United Kingdom,HIGH,N/A,N/A,N/A,N/A,right
Update America,https://www.updateamerica.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
Washington Examiner,https://www.washingtonexaminer.com/,N/A,N/A,N/A,N/A,N/A,N/A,right
Washington Free Beacon,https://freebeacon.com/,USA,MIXED,Website,Medium Traffic,MOSTLY FREE,N/A,right
Watchdog Report,https://watchdogreport.org/,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,right
Weasel Zippers,http://www.weaselzippers.us/,USA,MIXED,N/A,N/A,N/A,N/A,right
Weekly Standard,http://www.weeklystandard.com/,USA,HIGH,N/A,N/A,N/A,N/A,right
WestMonster,http://www.westmonster.com/,United Kingdom,MIXED,N/A,N/A,N/A,N/A,right
Whatfinger,http://www.whatfinger.com/,USA,MIXED,N/A,N/A,N/A,N/A,right
WikiIslam,https://wikiislam.net/,USA (44/180 Press Freedom),MIXED,Website,Medium Traffic,N/A,N/A,right
World Magazine,https://world.wng.org/,USA (44/180 Press Freedom),MIXED,Magazine,Medium Traffic,N/A,N/A,right
World Tribune,https://www.worldtribune.com,N/A,N/A,N/A,N/A,N/A,N/A,right
YellowHammer News,https://yellowhammernews.com/,USA,HIGH,N/A,N/A,N/A,N/A,right
Young America’s Foundation (YAF),https://www.yaf.org,USA,HIGH,N/A,N/A,N/A,N/A,right
Young Conservatives,https://www.chicksonright.com/youngconservatives/,USA,MIXED,N/A,N/A,N/A,N/A,right
2020ElectionCenter.com,https://freeworldnews.tv/,USA,VERY LOW,Website,Medium Traffic,MOSTLY FREE,N/A,conspiracy
21st Century Wire,https://21stcenturywire.com/,USA,MIXED,Website,Medium Traffic,MOSTLY FREE,N/A,conspiracy
79Days.News,https://79days.news/,USA,VERY LOW,Website,High Traffic,MOSTLY FREE,N/A,conspiracy
369News,https://369news.net/,Unknown,MIXED,Website,Minimal Traffic,N/A,N/A,conspiracy
911Truth.org,https://911truth.org/,USA,LOW,Website,Minimal Traffic,MOSTLY FREE,N/A,conspiracy
Above Top Secret,http://www.abovetopsecret.com/,USA,LOW,Website,Medium Traffic,MOSTLY FREE,N/A,conspiracy
A Call for an Uprising,Source,USA,LOW,Website,Medium Traffic,MOSTLY FREE,N/A,conspiracy
ACN Latitudes,https://latitudes.org/,USA,MIXED,Organization/Foundation,Minimal Traffic,MOSTLY FREE,N/A,conspiracy
Activist Post,https://www.activistpost.com/,Unknown,LOW,Website,Medium Traffic,N/A,N/A,conspiracy
ADDitude Magazine,https://www.additudemag.com/,USA,MIXED,Magazine,Medium Traffic,MOSTLY FREE,N/A,conspiracy
Age of Autism,https://www.ageofautism.com,USA,LOW,Organization/Foundation,Minimal Traffic,MOSTLY FREE,N/A,conspiracy
Alliance for Advanced Health,https://allianceforadvancedhealth.com,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,conspiracy
Alliance for Natural Health (ANH-USA),https://anh-usa.org,USA,MIXED,Organization/Foundation,Minimal Traffic,MOSTLY FREE,N/A,conspiracy
Altermed Zentrum,https://altermedzentrum.com/,Unknown,VERY LOW,Website,Minimal Traffic,N/A,N/A,conspiracy
Alternative Daily,https://www.thealternativedaily.com/,USA,LOW,Website,Medium Traffic,N/A,N/A,conspiracy
Alternative Media Television (AMTV),https://www.amtvmedia.com/,USA,LOW,Website,Minimal Traffic,MOSTLY FREE,N/A,conspiracy
AlternativeNews.com,https://alternativenews.com/,USA,LOW,Website,Minimal Traffic,MOSTLY FREE,N/A,conspiracy
AltHealth Works,https://althealthworks.com/,USA,LOW,Website,Minimal Traffic,MOSTLY FREE,N/A,conspiracy
AltLeft.news,https://altleft.news/,USA,VERY LOW,Website,Minimal Traffic,N/A,N/A,conspiracy
American Digital News,https://americandigitalnews.com,USA,MIXED,Website,Minimal Traffic,MOSTLY FREE,N/A,conspiracy
American Free Press,https://americanfreepress.net/,USA,LOW,Website,Minimal Traffic,MOSTLY FREE,N/A,conspiracy
American Intelligence Media,https://aim4truth.org,USA,VERY LOW,Website Station,Minimal Traffic,MOSTLY FREE,N/A,conspiracy
American Media Group – AMG-News,Sources in the Conspiracy-Pseudoscience category ,Romania,VERY LOW,Website,Medium Traffic,MOSTLY FREE,N/A,conspiracy
American Policy Center,Sources in the Conspiracy-Pseudoscience category ,N/A,N/A,N/A,N/A,N/A,N/A,conspiracy
America’s Frontline Doctors,Sources in the Conspiracy-Pseudoscience category ,USA (44/180 Press Freedom),LOW,Website,Medium Traffic,N/A,N/A,conspiracy
Ancient Code,https://www.ancient-code.com,Unknown,MIXED,Website,Minimal Traffic,N/A,N/A,conspiracy
Ancient Origins,https://www.ancient-origins.net,Ireland,MIXED,Website,Medium Traffic,MOSTLY FREE,N/A,conspiracy
Anewspost.com,Sources in the Conspiracy-Pseudoscience category ,N/A,N/A,N/A,N/A,N/A,N/A,conspiracy
Answers in Genesis,https://answersingenesis.org/,USA,LOW,N/A,N/A,N/A,N/A,conspiracy
