Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe,Other North,Other South,World,
Oman,0,0,376,0,0,0,0,23,0,0,"1,830",149,0,0,0,0,0,0,38,0,0,1,0,0,0,0,23,0,3,0,0,0,0,0,"1,609",0,0,0,0,6,0,6,0,0,0,3,0,0,6,0,75,0,4,0,0,0,11,697,0,0,0,1,0,0,0,9,114,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,5,0,0,0,0,159,0,0,396,0,0,641,0,297,0,0,0,0,0,0,0,0,205,0,0,"1,730",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,663,0,0,0,0,0,0,46,0,0,0,3,0,0,1,420,3,5,0,0,0,52,11,0,0,0,0,0,0,1,0,0,0,4,2,0,0,51,0,51,332,0,0,0,0,0,0,0,60,100,0,36,0,0,0,0,0,0,0,38,0,0,0,0,28,0,"5,222","1,288",2,0,0,0,0,0,"9,371",0,0,0,1,0,"26,241",
Pakistan,"95,041",0,546,0,0,0,0,64,0,4,"63,490","6,124",0,12,"87,892",0,0,46,"12,979",0,0,36,24,23,0,725,315,867,128,0,0,0,42,0,"159,131",144,0,0,0,199,"7,746",43,0,0,0,26,0,0,0,0,612,"1,055","13,779",0,7,229,78,"1,013",2,0,0,89,0,0,"2,125","2,456","24,140",0,0,0,86,"63,000",103,"30,727",0,0,0,27,18,0,0,0,0,"7,672",442,47,"1,095,149","8,412","28,292",695,"9,914",0,0,"97,845",0,"12,695","3,280",0,"1,142",0,171,"10,382",0,"340,481",0,0,29,"1,049",234,0,"2,514",0,49,21,0,0,"2,249",0,"27,395",315,0,228,0,0,187,225,0,0,0,19,0,0,"1,420","3,683",153,"13,882","12,276",0,"3,039",5,0,0,0,"19,722","218,522",0,0,86,0,16,85,514,229,"2,000",14,"135,876",381,728,0,0,0,0,"1,343,737",0,0,24,134,"133,306",0,98,46,170,0,"16,517",0,"79,876",829,0,18,0,0,0,0,0,"11,469","4,687",0,157,"2,995","5,504",255,0,0,0,0,"1,685",0,0,0,976,432,"950,145","523,000","382,852",1,0,1,14,617,0,0,0,0,0,0,0,"6,098,502",
Palau,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24,0,0,0,0,0,0,0,23,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,"1,485",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,966",0,0,0,0,207,0,0,0,0,0,0,0,"5,959",
Panama,0,0,0,0,0,0,0,711,0,16,260,67,0,54,0,0,0,0,172,0,0,15,0,113,0,0,637,0,10,0,0,0,0,0,"3,325",177,0,0,0,639,905,"2,208",0,0,0,"11,493",0,0,86,0,23,57,61,0,0,967,"1,403",1,453,0,0,1,0,0,0,26,543,0,0,0,0,735,0,154,0,0,0,312,0,0,0,0,401,0,34,5,0,0,0,0,33,0,0,"1,010",112,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"1,339",0,0,0,0,0,0,0,0,0,0,321,0,0,417,0,0,0,67,0,0,0,0,0,45,404,17,36,36,"1,483",0,21,25,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,96,0,"4,575",0,0,28,0,0,0,0,0,293,491,0,0,0,0,0,0,0,0,0,21,0,0,0,0,15,0,629,"94,958",64,0,0,893,0,0,0,0,0,0,0,0,"133,525",
Papua New Guinea,0,0,0,0,0,0,0,1,0,0,"33,510",78,0,0,0,0,0,0,32,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,476,0,0,0,0,5,100,1,0,0,0,0,0,0,2,0,0,4,5,0,0,0,3,1,0,0,0,3,0,0,0,11,63,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,4,1,0,0,0,0,25,0,0,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,"1,436",0,0,0,0,9,0,0,0,1,0,0,8,61,0,3,0,0,0,2,0,53,0,0,0,0,0,3,0,0,0,3,3,552,0,96,0,30,0,0,0,0,0,0,0,0,31,256,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,982,"2,732",0,0,65,2,0,0,0,0,0,0,0,12,"40,862",
Paraguay,0,0,0,0,0,0,0,"704,503",0,3,490,225,0,0,0,0,0,0,478,0,0,0,0,"4,460",0,0,"48,098",0,2,0,0,0,0,0,"8,743",0,0,0,0,"1,519",0,231,0,0,0,128,0,0,7,0,11,65,60,0,0,85,354,1,11,0,0,2,0,19,0,25,"1,047",0,0,0,0,"5,105",0,85,0,0,0,61,0,0,0,0,35,0,17,3,0,0,0,0,53,0,0,"2,697",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,502,0,0,0,0,0,0,0,0,0,0,209,0,0,7,0,0,0,156,0,0,0,125,0,0,636,24,3,55,0,0,17,36,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,195,0,"79,931",0,0,0,0,0,0,0,0,202,"1,118",0,0,0,0,0,0,0,0,0,12,0,0,0,0,189,0,668,"31,257","1,781",0,0,217,0,0,0,0,0,0,0,0,"895,988",
Peru,0,0,0,0,0,0,0,"239,581",0,"1,141","10,570","1,679",0,327,0,0,0,0,"3,661",0,0,30,0,"11,743",3,0,"18,406",0,36,0,0,3,0,0,"31,060",21,0,0,0,"185,731","21,641","5,391",0,0,0,"4,554",0,85,89,107,39,376,895,0,0,"2,753","19,960",5,235,0,0,18,0,15,0,506,"11,859",0,0,0,20,"18,630",0,285,0,0,0,475,0,0,0,745,387,0,204,77,0,0,0,0,321,0,"2,730","112,888",0,"68,642",2,0,17,0,527,0,0,0,0,0,5,0,0,0,0,0,15,105,0,0,0,0,126,0,0,34,0,4,0,"5,448",0,0,12,0,0,0,0,0,0,0,"4,066",0,0,236,0,0,0,"1,513",0,0,0,"4,429",0,"1,686",0,114,120,295,958,0,11,277,0,0,2,0,0,0,48,0,0,0,0,65,120,0,0,334,0,"188,103",0,0,0,0,0,0,0,0,"7,509","9,820",0,0,0,0,0,0,0,0,0,79,0,0,0,0,76,0,"6,383","427,445","1,433",0,0,"47,739",133,0,0,0,0,0,563,0,"1,487,776",
Philippines,0,0,979,"1,581",389,0,0,"3,577",0,"1,010","246,430","12,821",0,"1,164","49,322",0,0,0,"10,731",0,0,"1,121",21,48,0,0,437,"14,227",73,0,0,0,156,0,"528,257","2,419",0,0,0,249,"121,320",102,0,0,0,318,0,73,7,0,"8,484",664,"10,532",0,0,158,184,"1,816",19,0,0,43,0,157,0,"3,568","15,454",0,0,0,0,"35,000",43,"8,316",130,0,"35,410",69,2,0,0,0,0,"119,757",322,"1,640",0,"4,117",0,0,"16,467",0,"2,780","145,484",0,"238,797","3,873",0,234,0,"2,954","49,273",0,"197,751",0,0,3,"1,239",0,0,"4,508",40,0,201,"12,243",0,0,0,"410,149","1,280",0,599,542,0,0,592,541,0,0,157,0,0,0,0,227,0,"12,967",0,"39,788",20,0,0,"12,324","21,378","40,397",0,"2,997","1,653","1,535",27,376,0,209,492,185,"185,000",8,147,0,0,1,0,"583,985",0,42,712,0,"15,874",0,41,157,117,0,"2,474",0,"45,279",0,1,0,0,0,0,0,0,"12,406","13,501",0,0,0,"17,581",796,0,0,348,0,864,0,0,0,0,2,"538,590","143,000","1,941,665",17,0,42,163,292,0,0,0,0,0,15,74,"5,970,193",
Poland,0,0,151,0,0,0,0,"7,589",0,14,"55,010","72,220","5,033",20,0,0,0,476,"75,956",0,0,32,0,226,38,0,"4,267",0,"2,286",0,0,0,0,0,"195,712",0,0,0,0,552,794,272,0,0,0,303,0,"1,045",99,0,833,"26,000","37,090",0,0,657,458,357,5,0,0,929,0,298,0,"4,404","113,345",0,0,0,"3,007","1,334,000",75,"15,380",31,0,0,0,0,0,0,0,3,0,"3,404","12,025",0,0,0,0,"137,131",0,"57,824","114,429",0,"1,240",82,"29,952",85,0,0,0,0,0,"3,568",0,806,0,0,0,693,60,"3,877","3,341",0,100,0,0,0,0,0,311,0,0,0,799,0,"8,374",58,13,84,0,0,0,155,0,"117,904",0,"2,072",10,0,0,0,"96,066",0,0,0,202,0,894,231,113,0,"1,007",25,0,490,"29,227",0,0,29,0,0,0,"1,435",0,0,0,0,"6,872",632,0,0,"16,276",0,"52,690",0,0,0,0,0,0,0,0,"85,517","34,706",0,37,0,0,0,0,0,0,0,"5,057","3,521",0,0,0,"145,106",0,"907,000","424,928","1,178","22,768",0,925,0,0,0,0,0,0,2,2,"4,294,300",
Portugal,0,0,0,0,"11,830","92,793",0,"6,785",0,165,"19,460","2,615",0,16,0,0,0,0,"35,435",0,0,"1,607",0,182,0,550,"169,069",0,418,0,0,"1,187",0,0,"172,749",0,295,0,"13,986",312,375,121,0,0,"1,462",91,0,48,16,938,75,349,"2,251",0,0,220,535,46,13,0,0,267,0,15,0,555,"724,000",0,0,0,0,"136,080",0,319,0,0,0,30,151,862,0,0,7,110,520,636,154,0,0,0,"2,673",0,0,"6,305",0,485,9,0,111,0,0,0,0,0,0,0,37,0,0,0,0,658,45,"100,460","1,616",0,0,0,390,0,0,71,0,0,0,543,0,102,618,0,0,0,"4,897",0,400,0,"17,201",0,0,5,0,0,0,"3,166",0,0,0,262,0,44,152,61,147,0,46,0,978,232,0,0,1,113,0,0,38,4,0,0,2,209,163,0,0,"44,925",0,"99,501",33,2,0,0,0,0,0,0,"3,583","222,277",0,0,0,607,348,0,0,0,0,333,0,0,0,0,38,0,"142,000","176,638",565,0,0,"55,441",0,0,0,0,0,0,"1,407",0,"2,289,642",
Puerto Rico,0,0,0,0,0,0,55,358,0,27,170,4,0,9,0,0,0,0,0,0,0,12,0,39,0,0,0,0,0,0,0,0,0,0,467,63,0,0,0,230,0,590,0,0,0,358,0,0,128,15,5,0,0,0,16,"12,120",730,0,62,0,0,1,0,0,0,0,59,0,0,0,0,0,0,39,0,0,"4,050",105,0,0,0,"3,282",130,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,463",0,0,0,0,0,0,0,0,0,0,147,0,0,60,0,0,"1,018",30,0,0,0,744,0,39,161,53,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,2,2,0,0,0,0,0,0,87,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,"1,903,730",43,0,0,425,0,"4,646",0,0,0,0,58,2,"1,935,897",
Qatar,0,0,315,0,0,0,0,9,0,0,"1,140",38,0,0,355,0,0,0,85,0,0,2,0,1,0,0,0,0,27,0,0,0,0,0,"1,918",0,0,0,0,33,0,0,0,0,0,3,0,0,0,0,13,59,24,0,0,0,0,583,0,0,0,1,0,0,0,17,149,0,0,0,0,0,0,"1,083",0,0,0,0,0,0,0,0,0,0,78,3,0,0,0,0,75,0,0,102,0,0,224,0,17,0,0,0,0,678,0,0,0,0,0,0,"1,445",0,0,0,0,0,0,0,0,0,0,0,0,25,0,16,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,70,430,0,0,3,0,0,1,123,27,3,0,0,10,26,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,91,276,0,0,0,0,0,0,0,176,108,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,"2,549","2,218","2,249",0,0,0,0,0,0,"10,151",0,0,0,0,0,"27,270",
Romania,0,0,132,0,0,0,0,"1,118",0,2,"17,230","98,727",756,106,0,0,0,22,"72,751",0,0,61,0,74,390,0,"2,089",0,"8,524",0,0,0,0,0,"96,031",0,0,0,0,447,460,236,0,0,0,118,0,485,71,0,"6,367","12,800","21,894",0,0,43,444,246,1,0,0,442,0,195,0,"2,845","91,158",0,0,0,451,"533,660",0,"45,355",15,0,0,0,4,0,0,0,0,0,"208,362",522,0,0,0,0,"21,422",0,"77,770","1,024,132",0,0,272,0,30,0,0,0,0,0,535,0,70,0,0,0,609,32,165,"1,844",0,24,0,0,0,0,0,848,0,40,0,279,0,"1,322",27,0,91,0,0,0,26,0,"18,032",0,"2,380",0,0,0,0,"13,558",0,0,0,187,0,0,187,36,"2,659","23,513",19,0,0,"3,913",0,0,129,0,0,0,"8,732",4,0,0,0,"8,735",605,0,0,"2,671",0,"639,676",0,0,0,0,0,0,0,0,"26,358","19,499",0,0,0,0,0,0,0,0,0,"30,706",528,0,0,0,0,0,"340,000","161,629",616,"3,418",0,887,0,0,0,0,0,0,0,0,"3,662,849",
Russian Federation,0,466,"1,609",0,0,0,0,"2,726","20,528",9,"24,880","32,963","175,048",58,0,0,0,"686,316","7,783",0,0,22,0,341,170,0,"1,699",0,"30,950",0,0,715,30,0,"84,905",0,147,0,0,734,"9,714",719,0,0,"2,614",602,0,"1,276","2,101",0,"15,309","35,700","5,988",0,0,492,"2,177","7,055",18,0,0,"75,468",0,97,0,"12,766","64,965",0,0,0,"104,549","957,000",103,"53,209",0,0,0,0,304,0,0,0,25,89,"4,053",0,"1,334",0,0,278,"7,065",0,"116,632","78,380",0,"8,573",600,"2,411,227",57,0,146,"4,816",0,0,"124,085",0,"131,804",193,0,0,"7,408",52,"99,224",415,0,215,123,0,"1,981",0,749,"1,188",0,137,49,"1,606",0,"221,965",50,"2,758",795,0,0,0,420,0,"60,808",0,"5,830",200,0,0,0,"17,490",0,0,0,"1,027",27,580,644,69,"40,879","5,862",23,0,"7,280",0,0,0,48,0,0,0,"3,803",97,69,0,0,"2,855","2,963",0,0,"5,608",0,"85,190",150,5,0,0,0,0,0,0,"19,450","22,293",0,"241,702",0,"8,413",0,0,0,0,0,"34,486","122,476",0,0,446,"3,309,525",0,"41,000","397,236",193,"868,913",8,684,0,0,0,0,0,0,15,0,"10,961,164",
Rwanda,0,0,0,0,0,"7,264",0,13,0,77,"1,010",237,0,0,0,0,0,0,"14,209",0,0,1,0,1,0,0,16,0,2,0,"66,530",0,0,823,"5,720",0,0,0,0,6,176,5,0,"298,642","25,495",16,0,0,0,0,0,11,361,0,0,0,11,42,0,0,469,2,158,0,0,474,"6,287",0,200,0,0,"1,237",582,95,0,0,0,0,37,0,0,0,0,0,18,1,0,0,0,0,163,0,0,786,0,0,0,0,"6,296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,"6,697",0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,331,0,"1,118",0,0,0,0,0,0,637,0,0,0,0,0,0,732,0,6,20,0,0,1,45,0,0,0,557,0,0,0,1,0,0,0,2,1,0,0,"7,802",0,285,0,0,0,0,0,0,0,144,592,"1,049",0,0,"24,947",4,0,"2,285",0,0,0,24,0,0,0,"108,638",13,0,"3,919",825,0,0,1,8,0,0,0,0,"7,827",713,0,0,"606,728",
Samoa,0,0,0,"30,947",0,0,0,1,0,0,"29,490",6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,127,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,4,15,0,0,0,0,1,0,0,0,0,0,0,299,3,17,0,0,0,0,0,0,440,0,0,0,0,27,0,0,0,0,0,2,0,0,0,0,0,30,0,0,58,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,21,0,0,0,0,0,0,0,0,0,25,0,"54,041",0,0,0,0,4,0,0,0,3,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,317,0,0,24,0,0,16,0,0,0,190,"18,405",0,0,4,0,0,0,0,0,0,0,0,146,"134,757",
San Marino,0,0,0,0,0,0,0,20,0,1,10,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,42,0,6,0,0,0,0,0,18,0,0,0,0,3,0,8,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,1,222,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,"1,926",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,5,0,0,0,1,0,0,2,0,0,0,0,0,2,46,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,37,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,773,0,0,0,0,0,0,0,0,0,0,0,0,"3,303",
Sao Tome and Principe,0,0,0,0,0,"54,516",0,0,0,0,20,2,0,0,0,0,0,0,96,0,0,0,0,0,0,0,71,0,0,0,0,"1,754",0,0,11,0,79,0,0,14,0,3,0,0,0,0,0,0,0,0,0,4,1,0,0,8,0,7,0,"1,642",0,0,0,0,0,0,233,0,"6,200",0,0,0,0,7,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,"18,506",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,190,0,0,0,0,0,0,0,0,11,68,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,842,133,0,0,0,0,0,0,0,0,0,0,0,0,"84,766",
Saudi Arabia,0,0,"7,878",0,0,0,0,83,0,4,"12,580",719,0,4,668,0,0,0,640,0,0,3,0,13,0,0,401,0,54,0,0,0,0,0,"15,842",0,132,0,0,23,950,74,0,0,0,13,0,0,6,0,274,143,159,0,0,32,131,"14,604",2,0,0,10,0,0,0,360,"2,526",0,0,0,0,"3,757",0,418,0,0,0,33,433,0,0,0,0,0,473,8,"4,431","2,315",0,687,"1,861",0,0,"1,047",0,0,"5,074",0,906,0,0,0,0,"2,263",0,0,0,"1,623",0,0,"36,268",0,0,0,0,0,0,0,132,0,0,33,0,661,0,78,0,0,0,0,0,"1,343",0,0,0,0,"2,346",0,"2,002",6,0,0,0,714,"1,869",0,0,51,0,11,40,756,188,14,0,"1,466",17,219,0,0,0,0,0,"1,389",0,0,0,0,0,41,26,0,0,"1,021",0,"1,085","1,417",2,0,0,0,0,0,0,"3,768","1,207",0,0,0,2,0,0,0,0,0,"6,622",0,0,0,0,74,"6,275","35,511","99,849",3,0,0,"1,643",154,0,"21,864",0,0,0,0,0,"313,824",
Senegal,0,0,249,0,0,0,0,459,0,0,400,386,0,2,0,0,0,0,"5,873",0,0,3,0,8,0,0,227,0,16,"4,057",0,"1,514",0,"6,652","5,795",0,"2,707",0,0,8,154,13,0,0,"13,463",5,"21,359",0,0,0,11,120,162,0,0,4,0,461,0,0,0,2,0,0,0,188,"119,661",0,"29,057","126,156",0,"4,181",116,628,0,0,0,0,"4,299","11,619",0,0,0,0,40,24,0,0,0,0,45,0,0,"93,567",0,0,11,0,103,0,0,0,0,0,0,0,0,0,0,358,"1,145",0,0,33,0,0,0,0,0,0,"12,310",1,0,"45,775",0,45,0,0,26,0,0,"1,850",0,0,26,0,"1,027",0,0,192,"1,343","4,505",0,269,0,0,0,2,0,0,1,0,95,"2,148",0,0,21,73,0,0,0,46,0,0,0,6,706,0,0,16,7,0,0,"4,558",0,"63,004",0,0,0,0,0,0,0,0,807,"2,664",0,0,0,0,0,"1,033",0,0,417,100,0,0,0,0,20,0,"1,750","41,631",1,0,0,14,0,0,0,0,148,0,0,"1,662","643,640",
Serbia,0,"34,896",0,0,0,0,0,14,0,1,"33,690","137,057",0,0,0,0,0,34,"2,520",0,0,7,0,21,"9,831",0,530,0,"4,190",0,0,0,0,0,"45,379",0,0,0,0,0,149,0,0,0,0,23,0,"49,828",0,0,"2,982","4,309","1,164",0,0,249,0,1,0,0,0,22,0,152,0,183,"85,988",0,0,0,0,"183,000",0,"8,365",0,0,0,0,1,0,0,0,0,0,"34,005",309,0,0,0,0,720,0,0,"44,266",0,0,58,0,32,0,0,0,0,0,0,0,11,0,0,0,0,323,0,"6,282",0,"17,963",0,0,0,0,0,690,0,0,0,79,0,0,0,0,"14,992",0,0,0,0,0,176,0,"1,132",0,0,0,0,"4,746",0,0,0,27,0,0,0,0,"1,109",54,11,0,"7,628",0,0,0,3,0,0,0,0,1,0,0,0,"2,040","32,459",0,0,"6,401",0,"4,231",0,0,0,0,0,0,0,0,"10,092","64,557",0,0,0,0,0,0,0,0,0,"109,701",0,0,0,0,0,0,"7,385","37,654",12,0,0,842,0,0,0,0,0,0,0,0,"1,014,577",
Seychelles,0,0,0,0,0,0,0,0,0,0,"2,910",30,0,0,0,0,0,0,80,0,0,4,0,0,0,275,35,0,0,0,0,0,0,0,"1,052",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,4,19,0,0,0,0,29,0,0,0,0,0,0,0,6,616,0,0,0,0,0,0,31,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,30,0,0,929,0,0,1,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,4,0,0,168,0,0,0,0,0,0,0,0,0,51,0,86,0,0,2,0,0,0,12,0,0,0,0,0,0,1,0,10,4,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,7,"24,537",0,0,"1,098",0,40,25,0,0,0,0,0,0,0,67,244,0,0,445,0,0,0,0,0,0,1,0,0,0,0,1,0,"3,178","1,365",0,0,0,0,0,0,0,0,0,0,2,0,"37,935",
Sierra Leone,0,0,0,0,0,0,0,21,0,0,"3,850",251,0,3,0,0,0,0,"2,114",0,0,6,0,2,0,0,7,0,2,0,0,15,0,0,"3,359",0,0,0,0,2,134,1,0,0,0,9,742,0,0,0,5,38,322,0,0,20,11,97,0,0,0,1,0,0,0,131,"1,320",0,0,"2,481",0,"4,504","2,402",205,0,0,0,0,"226,415",850,0,0,0,0,37,15,0,0,0,0,413,0,0,"1,418",0,0,2,0,157,0,0,0,0,0,0,0,0,0,0,"18,900",242,0,0,3,0,0,0,0,0,0,"9,608",8,0,0,0,5,0,0,0,0,0,0,0,0,150,0,"3,890",0,0,0,0,"4,195",0,505,0,0,0,1,0,0,6,0,10,55,0,0,8,12,0,0,0,0,0,"14,527",0,1,0,0,0,2,10,0,0,817,0,961,0,2,0,0,0,0,0,13,837,336,0,0,0,0,0,107,0,0,0,13,0,0,0,0,0,0,"30,000","38,101",0,0,0,4,0,0,0,0,0,0,0,0,"374,691",
Singapore,0,0,149,0,0,0,0,56,0,8,"72,860",312,0,0,0,"9,811",0,0,627,0,0,31,19,1,0,0,140,"2,285",17,0,0,0,126,0,"12,789",0,0,0,0,73,"12,191",8,0,0,0,12,0,0,2,0,39,59,440,0,0,20,39,276,2,0,0,8,0,0,0,218,"2,395",0,0,0,0,"2,862",0,80,0,0,0,9,0,0,0,0,0,"10,033",91,16,"4,186","23,045",0,0,452,0,0,577,0,"2,796",6,0,33,0,0,0,0,0,0,0,3,0,0,0,683,0,0,13,0,0,0,0,"81,109",80,0,38,0,0,40,14,0,0,0,0,0,0,0,0,0,0,"3,668",0,"5,727",2,0,0,0,762,0,0,0,47,53,0,12,845,16,29,0,0,5,50,0,0,0,0,0,0,0,1,0,0,0,17,21,0,0,"1,500",0,530,612,1,0,0,0,0,0,0,738,"1,978",0,0,0,"2,962",77,0,0,0,0,295,0,0,0,0,3,0,"46,000","28,940",5,0,0,18,"1,830",0,0,0,0,0,1,0,"337,924",
